TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),hour,Hour
2017-10-03 16:00:00,7.63,11.04,39.6,16,0 days 16:00:00.000000000
2017-10-03 17:00:00,15.87,22.58,106.1,17,0 days 17:00:00.000000000
2017-10-03 18:00:00,66.73,88.25,295.0,18,0 days 18:00:00.000000000
2017-10-03 20:00:00,20.32,29.33,139.41,20,0 days 20:00:00.000000000
2017-10-03 21:00:00,44.51,58.73,136.62,21,0 days 21:00:00.000000000
2017-10-03 22:00:00,29.94,40.38,123.87,22,0 days 22:00:00.000000000
2017-10-03 23:00:00,27.51,37.54,92.27,23,0 days 23:00:00.000000000
2017-10-04 00:00:00,8.63,11.16,22.9,0,0 days 00:00:00.000000000
2017-10-04 11:00:00,6.62,11.26,50.84,11,0 days 11:00:00.000000000
2017-10-04 12:00:00,9.58,14.22,62.23,12,0 days 12:00:00.000000000
2017-10-04 13:00:00,4.63,7.02,36.05,13,0 days 13:00:00.000000000
2017-10-04 14:00:00,7.53,10.58,36.56,14,0 days 14:00:00.000000000
2017-10-04 15:00:00,11.84,16.41,46.77,15,0 days 15:00:00.000000000
2017-10-04 19:00:00,55.01,85.43,537.58,19,0 days 19:00:00.000000000
2017-10-04 20:00:00,62.51,98.19,642.17,20,0 days 20:00:00.000000000
2017-10-04 21:00:00,61.64,89.12,269.86,21,0 days 21:00:00.000000000
2017-10-05 09:00:00,11.24,31.77,375.31,9,0 days 09:00:00.000000000
2017-10-05 10:00:00,12.66,19.02,76.14,10,0 days 10:00:00.000000000
2017-10-05 11:00:00,13.91,21.8,109.3,11,0 days 11:00:00.000000000
2017-10-05 12:00:00,9.52,13.91,47.53,12,0 days 12:00:00.000000000
2017-10-05 13:00:00,10.58,17.06,76.48,13,0 days 13:00:00.000000000
2017-10-05 14:00:00,35.91,45.33,86.23,14,0 days 14:00:00.000000000
2017-10-05 15:00:00,27.31,34.4,63.47,15,0 days 15:00:00.000000000
2017-10-05 16:00:00,15.22,19.81,38.78,16,0 days 16:00:00.000000000
2017-10-05 18:00:00,27.71,37.7,133.51,18,0 days 18:00:00.000000000
2017-10-05 19:00:00,24.83,34.16,101.11,19,0 days 19:00:00.000000000
2017-10-05 20:00:00,58.45,79.16,272.94,20,0 days 20:00:00.000000000
2017-10-05 22:00:00,59.76,83.38,247.26,22,0 days 22:00:00.000000000
2017-10-05 23:00:00,31.96,42.71,91.91,23,0 days 23:00:00.000000000
2017-10-06 00:00:00,32.4,42.17,80.7,0,0 days 00:00:00.000000000
2017-10-06 02:00:00,51.06,63.15,67.56,2,0 days 02:00:00.000000000
2017-10-06 11:00:00,5.62,12.3,91.81,11,0 days 11:00:00.000000000
2017-10-06 12:00:00,7.85,14.91,91.52,12,0 days 12:00:00.000000000
2017-10-06 13:00:00,20.66,28.82,99.5,13,0 days 13:00:00.000000000
2017-10-06 14:00:00,10.13,13.6,30.1,14,0 days 14:00:00.000000000
2017-10-06 15:00:00,5.53,7.35,17.74,15,0 days 15:00:00.000000000
2017-10-06 16:00:00,3.99,5.77,18.74,16,0 days 16:00:00.000000000
2017-10-06 19:00:00,31.74,46.16,169.15,19,0 days 19:00:00.000000000
2017-10-06 20:00:00,41.34,63.06,395.08,20,0 days 20:00:00.000000000
2017-10-06 21:00:00,44.11,62.06,199.74,21,0 days 21:00:00.000000000
2017-10-06 22:00:00,43.29,59.55,162.33,22,0 days 22:00:00.000000000
2017-10-06 23:00:00,19.03,32.52,150.21,23,0 days 23:00:00.000000000
2017-10-07 11:00:00,16.39,32.97,198.91,11,0 days 11:00:00.000000000
2017-10-07 12:00:00,11.18,18.72,93.82,12,0 days 12:00:00.000000000
