site,name,dateTimeUTC,humidity (%),precipitation (mm),pressure (kPa),radiation (W/m2),temperature (oC),winddirection,windspeed (m/s)
TA00216,Makerere Synoptic,2018-03-31 17:00:00,75,0,87.42,0,21.42,NW,0.68
TA00216,Makerere Synoptic,2018-03-31 18:00:00,74,0.02,87.47,0,21.1,NW,0.88
TA00216,Makerere Synoptic,2018-03-31 19:00:00,78,0,87.52,0,20.84,N,0.83
TA00216,Makerere Synoptic,2018-03-31 20:00:00,81,0,87.52,0,20.84,N,1.06
TA00216,Makerere Synoptic,2018-03-31 21:00:00,83,0,87.49,0,20.43,N,0.82
TA00216,Makerere Synoptic,2018-03-31 22:00:00,87,0,87.45,0,20.13,NW,0.56
TA00216,Makerere Synoptic,2018-03-31 23:00:00,89,0.02,87.42,0,20.1,NW,0.49
TA00216,Makerere Synoptic,2018-04-01 00:00:00,88,0,87.43,0,20.64,NW,0.52
TA00216,Makerere Synoptic,2018-04-01 01:00:00,89,0,87.42,0,20.74,N,0.63
TA00216,Makerere Synoptic,2018-04-01 02:00:00,92,0,87.44,0,20.36,NW,0.39
TA00216,Makerere Synoptic,2018-04-01 03:00:00,93,0.02,87.47,0.43,20.22,NE,0.69
TA00216,Makerere Synoptic,2018-04-01 04:00:00,94,0,87.51,33.25,20.2,N,0.58
TA00216,Makerere Synoptic,2018-04-01 05:00:00,91,0,87.54,181.2,21.89,NE,0.83
TA00216,Makerere Synoptic,2018-04-01 06:00:00,79,0,87.61,356.22,24.4,N,1.11
TA00216,Makerere Synoptic,2018-04-01 07:00:00,66,0.02,87.62,570.71,26.95,NW,1.01
TA00216,Makerere Synoptic,2018-04-01 08:00:00,63,0,87.61,395.7,26.94,W,0.99
TA00216,Makerere Synoptic,2018-04-01 09:00:00,74,9.11,87.56,84.77,24.38,SW,1.64
TA00216,Makerere Synoptic,2018-04-01 10:00:00,95,9.4,87.53,210.4,20.66,N,-9998
TA00216,Makerere Synoptic,2018-04-01 11:00:00,97,0,87.47,95.42,20.47,N,-9998
TA00216,Makerere Synoptic,2018-04-01 12:00:00,95,0.15,87.36,93.73,20.61,N,27
TA00216,Makerere Synoptic,2018-04-01 13:00:00,96,0,87.28,96.97,20.49,W,1.95
TA00216,Makerere Synoptic,2018-04-01 14:00:00,91,0,87.25,100.83,21.24,N,0.82
TA00216,Makerere Synoptic,2018-04-01 15:00:00,88,0,87.23,31.23,21.65,W,0.6
TA00216,Makerere Synoptic,2018-04-01 16:00:00,91,0,87.27,0,20.73,W,0.51
TA00216,Makerere Synoptic,2018-04-01 17:00:00,91,0,87.35,0,20.71,SW,0.57
TA00216,Makerere Synoptic,2018-04-01 18:00:00,89,0,87.46,0,20.77,NW,0.63
TA00216,Makerere Synoptic,2018-04-01 19:00:00,90,0,87.49,0,20.78,NW,0.58
TA00216,Makerere Synoptic,2018-04-01 20:00:00,92,0,87.5,0,20.42,NW,0.55
TA00216,Makerere Synoptic,2018-04-01 21:00:00,92,0,87.5,0,20.37,NW,0.55
TA00216,Makerere Synoptic,2018-04-01 22:00:00,91,0,87.42,0,20.66,NW,0.57
TA00216,Makerere Synoptic,2018-04-01 23:00:00,90,0,87.37,0,20.81,NW,0.47
TA00216,Makerere Synoptic,2018-04-02 00:00:00,91,0,87.37,0,20.95,NW,0.49
TA00216,Makerere Synoptic,2018-04-02 01:00:00,92,0,87.31,0,20.87,NW,0.59
TA00216,Makerere Synoptic,2018-04-02 02:00:00,92,0,87.33,0,20.68,NW,0.47
TA00216,Makerere Synoptic,2018-04-02 03:00:00,93,0,87.39,0.25,20.27,W,0.42
TA00216,Makerere Synoptic,2018-04-02 04:00:00,95,0,87.45,30.28,20.09,NW,0.53
TA00216,Makerere Synoptic,2018-04-02 05:00:00,92,0,87.52,125.62,21.41,N,0.61
TA00216,Makerere Synoptic,2018-04-02 06:00:00,84,0,87.55,392.45,24.04,NW,1.03
TA00216,Makerere Synoptic,2018-04-02 07:00:00,68,0,87.57,467.07,26.8,SW,1.08
TA00216,Makerere Synoptic,2018-04-02 08:00:00,78,7.29,87.56,271.25,25.06,W,1.08
TA00216,Makerere Synoptic,2018-04-02 09:00:00,98,3.66,87.49,242.03,19.47,SW,0.83
TA00216,Makerere Synoptic,2018-04-02 10:00:00,99,0.17,87.43,158.82,19.94,SW,0.93
TA00216,Makerere Synoptic,2018-04-02 11:00:00,100,0,87.32,249.97,20.82,W,0.58
TA00216,Makerere Synoptic,2018-04-02 12:00:00,92,0,87.25,304.9,22.48,W,0.86
TA00216,Makerere Synoptic,2018-04-02 13:00:00,80,0,87.17,171.62,24.36,W,0.87
TA00216,Makerere Synoptic,2018-04-02 14:00:00,79,0,87.17,101.4,24.31,NW,0.7
TA00216,Makerere Synoptic,2018-04-02 15:00:00,79,0,87.15,56.82,23.99,NW,0.74
TA00216,Makerere Synoptic,2018-04-02 16:00:00,84,0,87.21,0.1,22.42,NW,0.66
TA00216,Makerere Synoptic,2018-04-02 17:00:00,89,0,87.31,0,21.29,NW,0.61
TA00216,Makerere Synoptic,2018-04-02 18:00:00,92,0,87.37,0,20.72,NW,0.74
TA00216,Makerere Synoptic,2018-04-02 19:00:00,94,0,87.41,0,20.21,NW,0.49
TA00216,Makerere Synoptic,2018-04-02 20:00:00,96,0,87.38,0,19.93,W,0.55
TA00216,Makerere Synoptic,2018-04-02 21:00:00,97,0,87.37,0,19.8,NW,0.45
TA00216,Makerere Synoptic,2018-04-02 22:00:00,97,0,87.37,0,19.46,SW,0.37
TA00216,Makerere Synoptic,2018-04-02 23:00:00,97,0.02,87.33,0,19.42,S,0.49
TA00216,Makerere Synoptic,2018-04-03 00:00:00,98,0.03,87.33,0,19.3,SW,0.51
TA00216,Makerere Synoptic,2018-04-03 01:00:00,98,0.03,87.29,0,19.33,SW,0.48
TA00216,Makerere Synoptic,2018-04-03 02:00:00,98,0.03,87.32,0,19.69,SE,0.66
TA00216,Makerere Synoptic,2018-04-03 03:00:00,99,6.83,87.36,0.05,19.54,NE,19.01
TA00216,Makerere Synoptic,2018-04-03 04:00:00,99,0.41,87.42,23.98,19.19,SE,22.56
TA00216,Makerere Synoptic,2018-04-03 05:00:00,99,0,87.45,109.05,19.57,NE,7.64
TA00216,Makerere Synoptic,2018-04-03 06:00:00,98,0.02,87.5,180.02,21.06,SE,1.03
TA00216,Makerere Synoptic,2018-04-03 07:00:00,91,0.12,87.56,200.78,22.34,N,0.58
TA00216,Makerere Synoptic,2018-04-03 08:00:00,84,0,87.53,697.85,24.68,N,0.81
TA00216,Makerere Synoptic,2018-04-03 09:00:00,74,0,87.48,732.05,26.39,NE,0.68
TA00216,Makerere Synoptic,2018-04-03 10:00:00,69,0,87.37,613.7,27.11,N,0.74
TA00216,Makerere Synoptic,2018-04-03 11:00:00,71,0,87.28,293.57,26.3,NW,0.94
TA00216,Makerere Synoptic,2018-04-03 12:00:00,87,7.03,87.25,58.82,22.32,W,0.93
TA00216,Makerere Synoptic,2018-04-03 13:00:00,94,0.43,87.27,9.83,19.88,SW,0.81
TA00216,Makerere Synoptic,2018-04-03 14:00:00,96,2.08,87.25,7.02,19.36,N,0.82
TA00216,Makerere Synoptic,2018-04-03 15:00:00,97,1.33,87.34,3.2,19.18,SW,0.54
TA00216,Makerere Synoptic,2018-04-03 16:00:00,96,0.15,87.4,0,18.96,NW,0.69
TA00216,Makerere Synoptic,2018-04-03 17:00:00,96,0,87.41,0,18.96,NE,0.65
TA00216,Makerere Synoptic,2018-04-03 18:00:00,95,0,87.53,0,18.94,NE,0.82
TA00216,Makerere Synoptic,2018-04-03 19:00:00,95,0,87.58,0,19.16,E,0.98
TA00216,Makerere Synoptic,2018-04-03 20:00:00,96,0,87.58,0,19.01,NW,0.66
TA00216,Makerere Synoptic,2018-04-03 21:00:00,96,0,87.62,0,19.04,S,0.64
TA00216,Makerere Synoptic,2018-04-03 22:00:00,96,1.57,87.61,0,19.2,SW,0.57
TA00216,Makerere Synoptic,2018-04-03 23:00:00,97,0.44,87.57,0,19.03,SW,0.43
TA00216,Makerere Synoptic,2018-04-04 00:00:00,97,0.02,87.56,0,18.66,SW,0.41
TA00216,Makerere Synoptic,2018-04-04 01:00:00,97,0.02,87.57,0,18.62,N,0.38
TA00216,Makerere Synoptic,2018-04-04 02:00:00,98,0.17,87.63,0,18.5,SW,0.37
TA00216,Makerere Synoptic,2018-04-04 03:00:00,98,0.9,87.67,0.05,18.4,SW,0.38
TA00216,Makerere Synoptic,2018-04-04 04:00:00,98,0.14,87.73,13.7,18.29,W,0.44
TA00216,Makerere Synoptic,2018-04-04 05:00:00,98,0.15,87.79,44.52,18.29,NW,0.33
TA00216,Makerere Synoptic,2018-04-04 06:00:00,98,1.07,87.86,87.72,18.7,N,0.4
TA00216,Makerere Synoptic,2018-04-04 07:00:00,96,0.26,87.88,164.28,19.1,NE,0.75
TA00216,Makerere Synoptic,2018-04-04 08:00:00,95,0.17,87.84,149.9,19.4,E,1.39
TA00216,Makerere Synoptic,2018-04-04 09:00:00,96,0.12,87.73,222.28,19.74,NE,1.28
TA00216,Makerere Synoptic,2018-04-04 10:00:00,93,0,87.62,294.65,20.69,NE,1.16
TA00216,Makerere Synoptic,2018-04-04 11:00:00,85,0,87.56,424.28,22.75,NE,1.07
TA00216,Makerere Synoptic,2018-04-04 12:00:00,77,0,87.49,543.52,24.12,N,1.06
TA00216,Makerere Synoptic,2018-04-04 13:00:00,64,0,87.39,502.75,26.89,NW,0.94
TA00216,Makerere Synoptic,2018-04-04 14:00:00,65,0,87.35,86.53,25.63,NW,0.63
TA00216,Makerere Synoptic,2018-04-04 15:00:00,74,0,87.37,32.35,23.65,NW,0.5
TA00216,Makerere Synoptic,2018-04-04 16:00:00,83,0,87.46,0.23,22.11,N,0.65
TA00216,Makerere Synoptic,2018-04-04 17:00:00,85,0,87.54,0,21.2,NW,0.6
TA00216,Makerere Synoptic,2018-04-04 18:00:00,85,0,87.6,0,20.84,NW,0.65
TA00216,Makerere Synoptic,2018-04-04 19:00:00,86,0,87.7,0,20.38,NW,0.73
TA00216,Makerere Synoptic,2018-04-04 20:00:00,88,0,87.76,0,20.29,W,0.67
TA00216,Makerere Synoptic,2018-04-04 21:00:00,89,0,87.71,0,19.69,S,0.88
TA00216,Makerere Synoptic,2018-04-04 22:00:00,91,0,87.63,0,18.84,S,0.39
TA00216,Makerere Synoptic,2018-04-04 23:00:00,92,0,87.53,0,18.01,W,0.43
TA00216,Makerere Synoptic,2018-04-05 00:00:00,94,0,87.46,0,17.34,NW,0.56
TA00216,Makerere Synoptic,2018-04-05 01:00:00,95,0,87.49,0,17.28,NW,0.56
TA00216,Makerere Synoptic,2018-04-05 02:00:00,96,0,87.53,0,17.24,W,0.47
TA00216,Makerere Synoptic,2018-04-05 03:00:00,97,0,87.59,0.45,17.26,S,0.54
TA00216,Makerere Synoptic,2018-04-05 04:00:00,96,0,87.63,32.42,17.49,S,0.59
TA00216,Makerere Synoptic,2018-04-05 05:00:00,94,0,87.67,112.82,18.87,SE,0.74
TA00216,Makerere Synoptic,2018-04-05 06:00:00,86,0,87.67,406.37,22.28,SW,0.81
TA00216,Makerere Synoptic,2018-04-05 07:00:00,71,0,87.68,494.05,25.05,SW,1.07
TA00216,Makerere Synoptic,2018-04-05 08:00:00,68,0,87.67,359.43,24.84,SW,1.08
TA00216,Makerere Synoptic,2018-04-05 09:00:00,70,0,87.62,257.63,24.27,SW,1.04
TA00216,Makerere Synoptic,2018-04-05 10:00:00,77,0,87.54,271.32,23.53,SW,1.17
TA00216,Makerere Synoptic,2018-04-05 11:00:00,77,0,87.43,399.55,24.09,SW,1.05
TA00216,Makerere Synoptic,2018-04-05 12:00:00,69,0,87.33,601.42,25.75,SW,1.08
TA00216,Makerere Synoptic,2018-04-05 13:00:00,67,0,87.26,379.07,26.1,W,0.98
TA00216,Makerere Synoptic,2018-04-05 14:00:00,69,0,87.26,156.12,25.21,W,0.81
TA00216,Makerere Synoptic,2018-04-05 15:00:00,74,0,87.27,41.57,23.63,W,0.68
TA00216,Makerere Synoptic,2018-04-05 16:00:00,81,0,87.34,0.02,21.58,NW,0.7
TA00216,Makerere Synoptic,2018-04-05 17:00:00,87,0,87.42,0,20.49,NW,0.66
TA00216,Makerere Synoptic,2018-04-05 18:00:00,89,0,87.51,0,20.32,N,0.78
TA00216,Makerere Synoptic,2018-04-05 19:00:00,88,0,87.55,0,20.53,NE,0.84
TA00216,Makerere Synoptic,2018-04-05 20:00:00,90,0,87.57,0,20.34,NE,0.64
TA00216,Makerere Synoptic,2018-04-05 21:00:00,92,0,87.56,0,19.83,NE,0.58
TA00216,Makerere Synoptic,2018-04-05 22:00:00,93,0,87.49,0,19.16,W,0.47
TA00216,Makerere Synoptic,2018-04-05 23:00:00,94,0,87.42,0,19.03,NW,0.44
TA00216,Makerere Synoptic,2018-04-06 00:00:00,94,0,87.4,0,18.79,NW,0.51
TA00216,Makerere Synoptic,2018-04-06 01:00:00,95,0,87.41,0,18.32,SW,0.52
TA00216,Makerere Synoptic,2018-04-06 02:00:00,95,0,87.44,0,18.05,W,0.52
TA00216,Makerere Synoptic,2018-04-06 03:00:00,95,0,87.46,0.13,18.19,SW,0.55
TA00216,Makerere Synoptic,2018-04-06 04:00:00,95,0.02,87.52,14.32,18.43,W,0.41
TA00216,Makerere Synoptic,2018-04-06 05:00:00,96,0,87.57,135.8,19.66,S,0.58
TA00216,Makerere Synoptic,2018-04-06 06:00:00,85,0,87.63,379.32,23.6,SW,0.52
TA00216,Makerere Synoptic,2018-04-06 07:00:00,79,0,87.66,251.95,24.09,S,0.55
TA00216,Makerere Synoptic,2018-04-06 08:00:00,77,0,87.61,253.6,24.09,SW,0.79
TA00216,Makerere Synoptic,2018-04-06 09:00:00,76,0,87.54,93.28,23.25,W,0.93
TA00216,Makerere Synoptic,2018-04-06 10:00:00,81,0.15,87.48,127.05,22.49,W,0.77
TA00216,Makerere Synoptic,2018-04-06 11:00:00,81,0,87.36,227.22,23.02,NW,0.75
TA00216,Makerere Synoptic,2018-04-06 12:00:00,77,0,87.23,261.02,23.8,N,0.86
TA00216,Makerere Synoptic,2018-04-06 13:00:00,73,0,87.21,141.55,24.03,NE,0.91
TA00216,Makerere Synoptic,2018-04-06 14:00:00,75,0,87.24,136.53,23.74,NW,0.91
TA00216,Makerere Synoptic,2018-04-06 15:00:00,76,0,87.28,43.28,22.5,W,0.79
TA00216,Makerere Synoptic,2018-04-06 16:00:00,83,0,87.33,0,20.8,NW,0.69
TA00216,Makerere Synoptic,2018-04-06 17:00:00,87,0,87.43,0,20.09,N,0.65
TA00216,Makerere Synoptic,2018-04-06 18:00:00,88,0,87.49,0,20.22,NW,0.63
TA00216,Makerere Synoptic,2018-04-06 19:00:00,88,0,87.54,0,20.1,NW,0.6
TA00216,Makerere Synoptic,2018-04-06 20:00:00,88,0,87.57,0,19.67,NW,0.69
TA00216,Makerere Synoptic,2018-04-06 21:00:00,90,0,87.58,0,19.46,NW,0.57
TA00216,Makerere Synoptic,2018-04-06 22:00:00,91,0,87.51,0,19.61,N,0.61
TA00216,Makerere Synoptic,2018-04-06 23:00:00,90,0,87.45,0,19.65,N,0.58
TA00216,Makerere Synoptic,2018-04-07 00:00:00,89,0,87.42,0,19.4,NE,0.96
TA00216,Makerere Synoptic,2018-04-07 01:00:00,89,0,87.44,0,19.25,NE,0.91
TA00216,Makerere Synoptic,2018-04-07 02:00:00,92,0,87.51,0,19.23,NE,0.57
TA00216,Makerere Synoptic,2018-04-07 03:00:00,94,0,87.6,0.05,19.03,SW,0.45
TA00216,Makerere Synoptic,2018-04-07 04:00:00,94,0,87.68,8.2,19.24,W,0.63
TA00216,Makerere Synoptic,2018-04-07 05:00:00,93,0,87.68,111.52,19.79,N,0.93
TA00216,Makerere Synoptic,2018-04-07 06:00:00,87,0,87.72,104.48,20.54,NW,0.74
TA00216,Makerere Synoptic,2018-04-07 07:00:00,82,0,87.76,167.67,21,N,0.8
TA00216,Makerere Synoptic,2018-04-07 08:00:00,81,0,87.76,276.48,21.48,NW,0.81
TA00216,Makerere Synoptic,2018-04-07 09:00:00,80,0,87.7,409.45,22.92,W,0.96
TA00216,Makerere Synoptic,2018-04-07 10:00:00,78,0,87.63,282.18,22.94,NW,0.93
TA00216,Makerere Synoptic,2018-04-07 11:00:00,79,0,87.52,279.72,22.8,N,0.89
TA00216,Makerere Synoptic,2018-04-07 12:00:00,77,0,87.4,374.07,23.63,NW,1.01
TA00216,Makerere Synoptic,2018-04-07 13:00:00,69,0,87.34,431.48,25.74,NW,1.07
TA00216,Makerere Synoptic,2018-04-07 14:00:00,64,0,87.34,165.22,26.01,W,0.83
TA00216,Makerere Synoptic,2018-04-07 15:00:00,67,0,87.4,36.23,24.06,W,0.7
TA00216,Makerere Synoptic,2018-04-07 16:00:00,80,0,87.45,0,21.15,NW,0.58
TA00216,Makerere Synoptic,2018-04-07 17:00:00,84,0,87.51,0,20.38,NW,0.55
TA00216,Makerere Synoptic,2018-04-07 18:00:00,86,0,87.59,0,20.22,NW,0.63
TA00216,Makerere Synoptic,2018-04-07 19:00:00,88,0,87.66,0,20.21,NW,0.64
TA00216,Makerere Synoptic,2018-04-07 20:00:00,89,0,87.68,0,20.02,NW,0.61
TA00216,Makerere Synoptic,2018-04-07 21:00:00,89,0,87.68,0,20.11,NE,0.77
TA00216,Makerere Synoptic,2018-04-07 22:00:00,88,0,87.62,0,20.1,N,0.46
TA00216,Makerere Synoptic,2018-04-07 23:00:00,89,0,87.61,0,19.86,NE,0.42
TA00216,Makerere Synoptic,2018-04-08 00:00:00,91,0,87.64,0,19.23,NE,0.57
TA00216,Makerere Synoptic,2018-04-08 01:00:00,96,5.91,87.75,0,17.21,S,0.97
TA00216,Makerere Synoptic,2018-04-08 02:00:00,97,0.63,87.78,0,16.51,S,0.54
TA00216,Makerere Synoptic,2018-04-08 03:00:00,97,0.54,87.8,0.02,16.79,SE,0.62
TA00216,Makerere Synoptic,2018-04-08 04:00:00,98,0,87.84,16.42,16.95,SE,0.92
TA00216,Makerere Synoptic,2018-04-08 05:00:00,99,0,87.9,120.95,17.42,SE,1.04
TA00216,Makerere Synoptic,2018-04-08 06:00:00,99,0,87.95,229.9,18.9,SE,1.07
TA00216,Makerere Synoptic,2018-04-08 07:00:00,96,0,87.95,268.32,19.67,S,0.37
TA00216,Makerere Synoptic,2018-04-08 08:00:00,85,0,87.87,506.95,21.99,N,0.57
TA00216,Makerere Synoptic,2018-04-08 09:00:00,69,0,87.77,525.02,24.21,N,0.74
TA00216,Makerere Synoptic,2018-04-08 10:00:00,61,0,87.67,652.17,26.01,N,0.87
TA00216,Makerere Synoptic,2018-04-08 11:00:00,58,0,87.59,402.33,26.5,N,0.89
TA00216,Makerere Synoptic,2018-04-08 12:00:00,59,0,87.5,422.57,26.48,NE,1.04
TA00216,Makerere Synoptic,2018-04-08 13:00:00,59,0,87.44,204.83,26.84,N,0.86
TA00216,Makerere Synoptic,2018-04-08 14:00:00,62,0,87.46,195.88,26.28,NE,1.03
TA00216,Makerere Synoptic,2018-04-08 15:00:00,67,0,87.53,40.85,25.28,W,0.73
TA00216,Makerere Synoptic,2018-04-08 16:00:00,75,0,87.61,0.08,22.82,S,0.41
TA00216,Makerere Synoptic,2018-04-08 17:00:00,78,0.22,87.67,0,21.34,S,0.38
TA00216,Makerere Synoptic,2018-04-08 18:00:00,82,0,87.74,0,20.22,SW,0.31
TA00216,Makerere Synoptic,2018-04-08 19:00:00,84,0,87.78,0,20.33,E,0.45
TA00216,Makerere Synoptic,2018-04-08 20:00:00,89,0,87.79,0,19.66,E,0.53
TA00216,Makerere Synoptic,2018-04-08 21:00:00,92,0,87.77,0,19.07,E,0.66
TA00216,Makerere Synoptic,2018-04-08 22:00:00,93,0,87.73,0,18.71,SE,0.87
TA00216,Makerere Synoptic,2018-04-08 23:00:00,95,0,87.66,0,18.36,SE,0.92
TA00216,Makerere Synoptic,2018-04-09 00:00:00,96,0,87.61,0,18.14,SE,0.89
TA00216,Makerere Synoptic,2018-04-09 01:00:00,96,0,87.63,0,17.91,SE,0.8
TA00216,Makerere Synoptic,2018-04-09 02:00:00,96,0,87.64,0,17.87,SE,0.78
TA00216,Makerere Synoptic,2018-04-09 03:00:00,97,0,87.67,0.97,17.4,S,0.65
TA00216,Makerere Synoptic,2018-04-09 04:00:00,97,0,87.7,35.53,17.75,S,0.53
TA00216,Makerere Synoptic,2018-04-09 05:00:00,94,0,87.77,155.32,19.85,S,0.86
TA00216,Makerere Synoptic,2018-04-09 06:00:00,82,0,87.85,252.03,22.21,SW,0.82
TA00216,Makerere Synoptic,2018-04-09 07:00:00,78,0,87.88,352.3,23.38,SW,0.7
TA00216,Makerere Synoptic,2018-04-09 08:00:00,69,0,87.86,604.73,25.63,W,0.85
TA00216,Makerere Synoptic,2018-04-09 09:00:00,62,0,87.79,503.63,27.03,W,0.88
TA00216,Makerere Synoptic,2018-04-09 10:00:00,63,0,87.69,120.28,25.92,NW,0.75
TA00216,Makerere Synoptic,2018-04-09 11:00:00,77,0.17,87.62,64.55,22.59,N,1.15
TA00216,Makerere Synoptic,2018-04-09 12:00:00,86,0,87.53,131.77,20.72,N,0.94
TA00216,Makerere Synoptic,2018-04-09 13:00:00,86,0,87.46,239.23,22.36,N,1.01
TA00216,Makerere Synoptic,2018-04-09 14:00:00,74,0,87.44,211.47,25.16,N,1.04
TA00216,Makerere Synoptic,2018-04-09 15:00:00,76,0,87.45,28.33,23.37,N,0.72
TA00216,Makerere Synoptic,2018-04-09 16:00:00,83,0,87.46,0.03,21.26,NW,0.6
TA00216,Makerere Synoptic,2018-04-09 17:00:00,88,0,87.5,0,20.13,NW,0.56
TA00216,Makerere Synoptic,2018-04-09 18:00:00,91,0,87.6,0,19.6,NW,0.6
TA00216,Makerere Synoptic,2018-04-09 19:00:00,92,0,87.67,0,19.61,NW,0.5
TA00216,Makerere Synoptic,2018-04-09 20:00:00,91,0,87.69,0,20.06,NW,0.5
TA00216,Makerere Synoptic,2018-04-09 21:00:00,91,0,87.68,0,20,NW,0.55
TA00216,Makerere Synoptic,2018-04-09 22:00:00,93,0,87.65,0,19.68,NW,0.52
TA00216,Makerere Synoptic,2018-04-09 23:00:00,94,0,87.6,0,19.39,W,0.42
TA00216,Makerere Synoptic,2018-04-10 00:00:00,94,0,87.57,0,19.37,W,0.36
TA00216,Makerere Synoptic,2018-04-10 01:00:00,94,0,87.57,0,19.49,W,0.42
TA00216,Makerere Synoptic,2018-04-10 02:00:00,92,0,87.57,0,19.78,SW,0.93
TA00216,Makerere Synoptic,2018-04-10 03:00:00,92,0,87.6,0.98,19.41,SW,0.65
TA00216,Makerere Synoptic,2018-04-10 04:00:00,93,0,87.65,52.42,19.85,SW,0.79
TA00216,Makerere Synoptic,2018-04-10 05:00:00,89,0,87.67,232.6,21.78,W,0.86
TA00216,Makerere Synoptic,2018-04-10 06:00:00,75,0,87.72,424.83,24.72,SW,1.01
TA00216,Makerere Synoptic,2018-04-10 07:00:00,68,0,87.74,513.05,25.92,W,0.97
TA00216,Makerere Synoptic,2018-04-10 08:00:00,66,0,87.72,538.38,26.87,N,0.8
TA00216,Makerere Synoptic,2018-04-10 09:00:00,65,0,87.66,216.33,26.48,N,0.77
TA00216,Makerere Synoptic,2018-04-10 10:00:00,70,0,87.54,155.07,25.59,N,0.9
TA00216,Makerere Synoptic,2018-04-10 11:00:00,68,0,87.41,574.33,27.25,W,1.07
TA00216,Makerere Synoptic,2018-04-10 12:00:00,65,0.02,87.35,253.57,26.59,W,0.84
TA00216,Makerere Synoptic,2018-04-10 13:00:00,64,0,87.32,46.87,25.36,SW,0.88
TA00216,Makerere Synoptic,2018-04-10 14:00:00,71,0,87.36,44.03,24.02,W,0.7
TA00216,Makerere Synoptic,2018-04-10 15:00:00,71,0,87.43,6.67,23.44,NW,0.6
TA00216,Makerere Synoptic,2018-04-10 16:00:00,76,0,87.52,0,22.69,NW,0.42
TA00216,Makerere Synoptic,2018-04-10 17:00:00,86,0,87.6,0,21.39,SE,0.36
TA00216,Makerere Synoptic,2018-04-10 18:00:00,81,0,87.69,0,20.64,E,0.62
TA00216,Makerere Synoptic,2018-04-10 19:00:00,83,0,87.71,0,19.79,S,0.29
TA00216,Makerere Synoptic,2018-04-10 20:00:00,85,0,87.66,0,19.5,NW,0.34
TA00216,Makerere Synoptic,2018-04-10 21:00:00,87,0,87.6,0,19.48,W,0.34
TA00216,Makerere Synoptic,2018-04-10 22:00:00,86,0,87.55,0,19.87,SW,0.48
TA00216,Makerere Synoptic,2018-04-10 23:00:00,86,0,87.49,0,19.9,NW,0.51
TA00216,Makerere Synoptic,2018-04-11 00:00:00,87,0,87.46,0,19.79,NW,0.52
TA00216,Makerere Synoptic,2018-04-11 01:00:00,88,0,87.48,0,19.61,NW,0.65
TA00216,Makerere Synoptic,2018-04-11 02:00:00,90,0.05,87.5,0,19.54,NW,0.41
TA00216,Makerere Synoptic,2018-04-11 03:00:00,93,0.02,87.59,0.4,19.1,NW,0.34
TA00216,Makerere Synoptic,2018-04-11 04:00:00,93,0,87.65,42.82,19.27,NW,0.48
TA00216,Makerere Synoptic,2018-04-11 05:00:00,88,0,87.69,118.27,20.71,W,0.24
TA00216,Makerere Synoptic,2018-04-11 06:00:00,78,0,87.73,266.35,22.92,N,0.6
TA00216,Makerere Synoptic,2018-04-11 07:00:00,75,0,87.73,428.37,24.71,N,1.03
TA00216,Makerere Synoptic,2018-04-11 08:00:00,75,2.21,87.73,90.83,24.58,NW,0.75
TA00216,Makerere Synoptic,2018-04-11 09:00:00,89,2.52,87.75,14.3,20.02,W,0.95
TA00216,Makerere Synoptic,2018-04-11 10:00:00,94,3.52,87.61,24.47,18.85,SW,1.02
TA00216,Makerere Synoptic,2018-04-11 11:00:00,97,1.63,87.5,55.05,18.96,SW,0.67
TA00216,Makerere Synoptic,2018-04-11 12:00:00,99,0,87.33,155.05,19.78,SW,0.86
TA00216,Makerere Synoptic,2018-04-11 13:00:00,98,0,87.34,262.62,20.96,W,0.51
TA00216,Makerere Synoptic,2018-04-11 14:00:00,82,0,87.33,243.18,24.14,NW,0.51
TA00216,Makerere Synoptic,2018-04-11 15:00:00,82,0,87.38,26,22.99,N,0.41
TA00216,Makerere Synoptic,2018-04-11 16:00:00,90,0,87.5,0,20.93,NE,0.81
TA00216,Makerere Synoptic,2018-04-11 17:00:00,94,0,87.6,0,19.84,N,0.55
TA00216,Makerere Synoptic,2018-04-11 18:00:00,95,0,87.66,0,19.41,W,0.5
TA00216,Makerere Synoptic,2018-04-11 19:00:00,95,0,87.68,0,19.44,W,0.49
TA00216,Makerere Synoptic,2018-04-11 20:00:00,95,0,87.69,0,19.49,NE,0.44
TA00216,Makerere Synoptic,2018-04-11 21:00:00,95,0,87.67,0,19.36,SW,0.42
TA00216,Makerere Synoptic,2018-04-11 22:00:00,95,0,87.64,0,19.07,W,0.48
TA00216,Makerere Synoptic,2018-04-11 23:00:00,95,0,87.61,0,19.02,NE,0.46
TA00216,Makerere Synoptic,2018-04-12 00:00:00,96,0,87.58,0,19.11,N,0.58
TA00216,Makerere Synoptic,2018-04-12 01:00:00,97,0,87.6,0,19,S,0.42
TA00216,Makerere Synoptic,2018-04-12 02:00:00,97,0,87.64,0,18.99,SW,0.65
TA00216,Makerere Synoptic,2018-04-12 03:00:00,97,0.14,87.69,0.22,19.24,S,0.7
TA00216,Makerere Synoptic,2018-04-12 04:00:00,97,0.02,87.74,30.37,19.13,S,0.88
TA00216,Makerere Synoptic,2018-04-12 05:00:00,96,0,87.83,76.83,19.39,S,1.02
TA00216,Makerere Synoptic,2018-04-12 06:00:00,94,0,87.83,234.47,20.23,SW,1.02
